China I-LOC
says O
Taiwan I-LOC
lowercase O
atmosphere O
for O
talks O
. O

BEIJING I-LOC
1996-08-22 O

China I-LOC
on O
Thursday O
accused O
Taipei I-LOC
of O
lowercase O
the O
atmosphere O
for O
a O
lowercase O
of O
talks O
across O
the O
Taiwan I-LOC
initCap I-LOC
with O
a O
visit O
to O
Ukraine I-LOC
by O
initCap I-MISC
initCap O
President O
initCap I-PER
initCap I-PER
this O
week O
that O
lowercase O
Beijing I-LOC
. O

firstWord O
only O
hours O
after O
Chinese I-MISC
state O
media O
said O
the O
time O
was O
right O
to O
lowercase O
in O
political O
talks O
with O
Taiwan I-LOC
, O
Foreign I-ORG
Ministry I-ORG
spokesman O
initCap I-PER
initCap I-PER
told O
Reuters I-ORG
: O
" O
The O
necessary O
atmosphere O
for O
the O
opening O
of O
the O
talks O
has O
been O
lowercase O
by O
the O
Taiwan I-LOC
authorities O
. O
" O

State O
media O
quoted O
China I-LOC
's O
top O
negotiator O
with O
Taipei I-LOC
, O
Tang I-PER
initCap I-PER
, O
as O
telling O
a O
visiting O
group O
from O
Taiwan I-LOC
on O
Wednesday O
that O
it O
was O
time O
for O
the O
rivals O
to O
hold O
political O
talks O
. O

" O
Now O
is O
the O
time O
for O
the O
two O
sides O
to O
lowercase O
in O
political O
talks O
... O

that O
is O
to O
end O
the O
state O
of O
lowercase O
, O
" O
Thursday O
's O
overseas O
edition O
of O
the O
People I-ORG
's I-ORG
Daily I-ORG
quoted O
Tang I-PER
as O
saying O
. O

The O
foreign O
ministry O
's O
initCap I-ORG
told O
Reuters I-ORG
initCap I-ORG
in O
an O
interview O
he O
had O
read O
reports O
of O
Tang I-PER
's O
comments O
but O
gave O
no O
details O
of O
why O
the O
negotiator O
had O
considered O
the O
time O
right O
for O
talks O
with O
Taiwan I-LOC
, O
which O
Beijing I-LOC
lowercase O
a O
renegade O
province O
. O

China I-LOC
, O
which O
has O
long O
opposed O
all O
Taipei I-LOC
efforts O
to O
gain O
lowercase O
international O
lowercase O
, O
was O
lowercase O
by O
a O
visit O
to O
Ukraine I-LOC
this O
week O
by O
initCap I-MISC
initCap O
President O
initCap I-PER
. O

China I-LOC
says O
time O
right O
for O
Taiwan I-LOC
talks O
. O

BEIJING I-LOC
1996-08-22 O

China I-LOC
has O
said O
it O
was O
time O
for O
political O
talks O
with O
Taiwan I-LOC
and O
that O
the O
rival O
island O
should O
take O
lowercase O
lowercase O
towards O
that O
goal O
. O

firstWord O
should O
be O
held O
to O
set O
the O
time O
and O
lowercase O
of O
the O
talks O
, O
the O
official O
initCap I-ORG
news O
agency O
quoted O
Tang I-PER
initCap I-PER
, O
executive O
vice O
chairman O
of O
the O
Association I-ORG
for I-ORG
initCap I-ORG
initCap I-ORG
the I-ORG
Taiwan I-ORG
initCap I-ORG
, O
as O
saying O
late O
on O
Wednesday O
. O

German I-MISC
July O
car O
registrations O
up O
_RARE_ O
pct O
yr O
/ O
yr O
. O

FRANKFURT I-LOC
1996-08-22 O

German I-MISC
lowercase O
registrations O
of O
motor O
vehicles O
lowercase O
_RARE_ O
percent O
in O
July O
this O
year O
from O
the O
lowercase O
period O
, O
the O
Federal I-ORG
office I-ORG
for I-ORG
motor I-ORG
vehicles I-ORG
said O
on O
Thursday O
. O

The O
office O
said O
_RARE_ O
new O
cars O
were O
registered O
in O
July O
1996 O
-- O
_RARE_ O
passenger O
cars O
and O
_RARE_ O
lowercase O
. O

The O
figures O
lowercase O
a O
_RARE_ O
percent O
increase O
for O
passenger O
cars O
and O
a O
_RARE_ O
percent O
decline O
for O
lowercase O
from O
July O
1995 O
. O

firstWord O
registration O
rose O
_RARE_ O
percent O
in O
the O
period O
. O

The O
growth O
was O
partly O
due O
to O
an O
increased O
number O
of O
initCap I-MISC
buying O
German I-MISC
cars O
abroad O
, O
while O
manufacturers O
said O
that O
domestic O
demand O
was O
weak O
, O
the O
federal O
office O
said O
. O

firstWord O
all O
German I-MISC
car O
manufacturers O
posted O
gains O
in O
registration O
numbers O
in O
the O
period O
. O

firstWord I-ORG
AG I-ORG
won O
_RARE_ O
registrations O
, O
slightly O
more O
than O
a O
quarter O
of O
the O
total O
. O

firstWord I-ORG
AG I-ORG
together O
with O
General I-ORG
initCap I-ORG
came O
in O
second O
place O
with O
_RARE_ O
registrations O
, O
_RARE_ O
percent O
of O
the O
overall O
figure O
. O

Third O
was O
Ford I-ORG
with O
_RARE_ O
registrations O
, O
or O
_RARE_ O
percent O
. O

Only O
initCap I-ORG
and O
initCap I-ORG
had O
fewer O
registrations O
in O
July O
1996 O
compared O
to O
last O
year O
's O
July O
. O

firstWord I-ORG
posted O
_RARE_ O
registrations O
compared O
with O
_RARE_ O
registrations O
in O
July O
a O
year O
earlier O
. O

firstWord I-ORG
's O
registrations O
fell O
to O
_RARE_ O
from O
_RARE_ O
. O

firstWord I-MISC
initCap O
initCap O
initCap O
initCap O
TO O
PM O
FOR O
initCap O
. O

ATHENS I-LOC
1996-08-22 O

The O
Greek I-MISC
lowercase O
party O
's O
executive O
bureau O
gave O
the O
green O
light O
to O
Prime O
Minister O
Costas I-PER
Simitis I-PER
to O
call O
snap O
elections O
, O
its O
general O
secretary O
Costas I-PER
initCap I-PER
told O
reporters O
. O

Prime O
Minister O
Costas I-PER
Simitis I-PER
is O
going O
to O
make O
an O
official O
announcement O
after O
a O
cabinet O
meeting O
later O
on O
Thursday O
, O
said O
initCap I-PER
. O

-- O
Dimitris I-PER
Kontogiannis I-PER
, O
Athens I-ORG
Newsroom I-ORG
+301 O
3311812-4 O

firstWord I-ORG
sets O
C$ I-MISC
100 O
million O
lowercase O
bond O
. O

LONDON I-LOC
1996-08-22 O

The O
following O
bond O
was O
announced O
by O
lead O
manager O
Toronto I-PER
initCap I-PER
. O

firstWord O
initCap I-ORG
initCap I-ORG

firstWord O
C$ I-MISC
100 O
initCap O
initCap O
_RARE_ O
initCap O
_RARE_ O

firstWord O
initCap O
ISS O
PRICE O
_RARE_ O
PAY O
DATE O
_RARE_ O

firstWord O
initCap O
_RARE_ O
initCap O
_RARE_ O
initCap O
_RARE_ O
BP O

MOODY O
initCap O
initCap O
initCap O
PAY O
initCap O
= O

S&P I-ORG
= O
initCap O
( O
initCap O
) O
_RARE_ O
initCap O
initCap O
US I-LOC
/ O
UK I-LOC
/ O
initCap I-LOC

firstWord O
initCap O
initCap O
initCap O
initCap O
initCap O
initCap O
initCap O
= O

firstWord O
initCap O
GERMAN I-MISC
initCap O
initCap O
= O
initCap O
initCap O
initCap O

firstWord O
/ O
initCap O
_RARE_ O
initCap O
initCap O
_RARE_ O
initCap O
= O

firstWord O
initCap O
initCap O
7.0 O
PCT O
initCap O
2001 O

NOTES O
initCap I-ORG
initCap I-ORG
initCap O
initCap O
initCap O
initCap O

-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
_RARE_ O

firstWord I-ORG
sets O
$ O
300 O
million O
January O
1999 O
initCap O
. O

LONDON I-LOC
1996-08-22 O

The O
following O
lowercase O
issue O
was O
announced O
by O
lead O
manager O
Lehman I-ORG
initCap I-ORG
International I-ORG
. O

firstWord O
initCap I-ORG
initCap I-ORG
( O
initCap I-MISC
NATIONAL O
initCap O
initCap O
) O

firstWord O
$ O
300 O
initCap O
initCap O
- O
_RARE_ O
BP O
initCap O
_RARE_ O

firstWord O
initCap O
initCap O
_RARE_ I-ORG
initCap O
PAY O
DATE O
initCap O

LAST O
MOODY O
initCap O
ISS O
PRICE O
_RARE_ O
initCap O
initCap O
10 O
BP O

LAST O
S&P I-ORG
initCap O
initCap O
= O

NOTES O
initCap O
initCap O
FIRST O
initCap O

firstWord O
LONDON I-LOC
initCap O
( O
initCap O
) O
_RARE_ O
initCap O
initCap O
US I-LOC
/ O
UK I-LOC
/ O
initCap I-LOC
/ O
initCap I-LOC

firstWord O
initCap O
initCap O
initCap O
initCap O
initCap O
initCap O
initCap O
initCap O
2 O

firstWord O
initCap O
ENGLISH I-MISC
initCap O
initCap O
initCap I-LOC
initCap O
initCap O
initCap O

firstWord O
/ O
initCap O
5 O
BP O
initCap O
initCap O
5 O
BP O
initCap O
= O

NOTES O
initCap O
initCap O
initCap O
initCap O

-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
_RARE_ O

Port O
conditions O
lowercase O
- O
Syria I-LOC
- O
initCap I-ORG
initCap I-ORG
. O

Port O
conditions O
from O
initCap I-ORG
initCap I-ORG
initCap I-ORG
Service I-ORG
-- O

firstWord I-LOC
, O
Aug O
10 O
- O
waiting O
time O
at O
initCap I-LOC
and O
initCap I-LOC
lowercase O
24 O
hours O
. O

Israel I-LOC
plays O
down O
fears O
of O
war O
with O
Syria I-LOC
. O

firstWord I-PER
initCap I-PER

JERUSALEM I-LOC
1996-08-22 O

Israel I-LOC
's O
lowercase O
peace O
negotiator O
with O
Syria I-LOC
said O
on O
Thursday O
current O
lowercase O
between O
the O
two O
countries O
appeared O
to O
be O
a O
storm O
in O
a O
lowercase O
. O

firstWord I-PER
initCap I-PER
, O
who O
as O
Israel I-LOC
's O
ambassador O
to O
Washington I-LOC
conducted O
lowercase O
negotiations O
with O
Syria I-LOC
, O
told O
Israel I-ORG
Radio I-ORG
it O
looked O
like O
Damascus I-LOC
wanted O
to O
talk O
rather O
than O
fight O
. O

" O
It O
appears O
to O
me O
the O
initCap I-MISC
lowercase O
is O
still O
to O
lowercase O
. O

The O
initCap I-MISC
are O
lowercase O
, O
they O
are O
definitely O
tense O
, O
but O
the O
general O
assessment O
here O
in O
Washington I-LOC
is O
that O
this O
is O
lowercase O
a O
storm O
in O
a O
lowercase O
, O
" O
he O
said O
. O

firstWord I-PER
is O
lowercase O
up O
his O
term O
as O
ambassador O
. O

He O
will O
be O
replaced O
by O
initCap I-PER
initCap I-PER
, O
a O
former O
Israeli I-MISC
envoy O
to O
Egypt I-LOC
and O
right-wing O
initCap I-ORG
party O
politician O
. O

Israel I-LOC
on O
Wednesday O
sent O
Syria I-LOC
a O
message O
, O
via O
Washington I-LOC
, O
saying O
it O
was O
committed O
to O
peace O
and O
wanted O
to O
open O
negotiations O
without O
lowercase O
. O

But O
it O
lowercase O
Damascus I-LOC
for O
lowercase O
what O
it O
called O
a O
dangerous O
atmosphere O
. O

Syria I-LOC
accused O
Israel I-LOC
on O
Wednesday O
of O
lowercase O
a O
lowercase O
campaign O
against O
it O
after O
Israeli I-MISC
television O
reported O
that O
Damascus I-LOC
had O
recently O
test O
fired O
a O
lowercase O
. O

It O
said O
its O
arms O
lowercase O
were O
for O
lowercase O
lowercase O
. O

" O
The O
message O
that O
we O
sent O
to O
( O
initCap I-MISC
President O
initCap I-PER
lowercase I-PER
) O
initCap I-PER
is O
that O
Israel I-LOC
is O
ready O
at O
any O
time O
without O
lowercase O
to O
enter O
peace O
negotiations O
, O
" O
Israeli I-MISC
Foreign O
Minister O
David I-PER
Levy I-PER
told O
Israel I-ORG
Radio I-ORG
in O
an O
interview O
. O

firstWord O
has O
lowercase O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
lowercase O
to O
retain O
the O
initCap I-LOC
initCap I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
_RARE_ O
Middle I-LOC
East I-LOC
war O
. O

firstWord I-MISC
peace O
talks O
have O
been O
lowercase O
over O
the O
initCap I-LOC
since O
1991 O
despite O
the O
previous O
government O
's O
lowercase O
to O
make O
initCap I-LOC
lowercase O
. O

Peace O
talks O
between O
the O
two O
sides O
were O
last O
held O
in O
February O
. O

" O
The O
lowercase O
coming O
out O
of O
Damascus I-LOC
are O
bad O
, O
not O
good O
. O

The O
media O
... O

are O
full O
of O
lowercase O
and O
lowercase O
that O
must O
be O
lowercase O
... O

this O
lowercase O
atmosphere O
is O
very O
dangerous O
because O
those O
who O
lowercase O
it O
could O
become O
its O
prisoners O
, O
" O
Levy I-PER
said O
. O

" O
We O
expect O
from O
Syria I-LOC
, O
if O
its O
face O
is O
to O
peace O
, O
that O
it O
will O
answer O
Israel I-LOC
's O
message O
to O
enter O
peace O
negotiations O
because O
that O
is O
our O
goal O
, O
" O
he O
said O
. O
" O

We O
do O
not O
want O
a O
war O
, O
God I-PER
lowercase O
. O

No O
one O
lowercase O
from O
lowercase O
. O
" O

Israel I-LOC
's O
initCap I-ORG
Two I-ORG
television O
said O
Damascus I-LOC
had O
sent O
a O
" O
lowercase O
signal O
" O
to O
Israel I-LOC
. O

It O
gave O
no O
source O
for O
the O
report O
. O

Netanyahu I-PER
and O
Levy I-PER
's O
lowercase O
said O
they O
could O
not O
confirm O
it O
. O

The O
television O
also O
said O
that O
Netanyahu I-PER
had O
sent O
lowercase O
to O
lowercase O
Syria I-LOC
via O
Cairo I-LOC
, O
the O
United I-LOC
States I-LOC
and O
Moscow I-LOC
. O

Polish I-MISC
diplomat O
lowercase O
nurses O
lowercase O
in O
Libya I-LOC
. O

firstWord I-LOC
1996-08-22 O

A O
Polish I-MISC
diplomat O
on O
Thursday O
denied O
a O
Polish I-MISC
lowercase O
report O
this O
week O
that O
Libya I-LOC
was O
lowercase O
lowercase O
lowercase O
to O
100 O
Polish I-MISC
nurses O
trying O
to O
return O
home O
after O
working O
in O
the O
North I-MISC
African I-MISC
country O
. O

" O
This O
is O
not O
true O
. O

Up O
to O
today O
, O
we O
have O
no O
lowercase O
of O
any O
lowercase O
lowercase O
or O
kept O
in O
Libya I-LOC
without O
her O
will O
, O
and O
we O
have O
not O
received O
any O
lowercase O
, O
" O
the O
Polish I-MISC
embassy O
's O
charge O
lowercase O
in O
initCap I-LOC
, O
initCap I-PER
initCap I-PER
, O
told O
Reuters I-ORG
by O
telephone O
. O

Poland I-LOC
's O
labour O
ministry O
said O
this O
week O
it O
would O
send O
a O
team O
to O
Libya I-LOC
to O
lowercase O
, O
but O
initCap I-PER
said O
the O
probe O
was O
prompted O
by O
some O
nurses O
lowercase O
about O
their O
work O
conditions O
such O
as O
lowercase O
of O
their O
lowercase O
. O

He O
said O
that O
there O
are O
an O
estimated O
800 O
Polish I-MISC
nurses O
working O
in O
Libya I-LOC
. O

Two O
Iranian I-MISC
opposition O
leaders O
meet O
in O
Baghdad I-LOC
. O

Hassan I-PER
initCap I-PER

BAGHDAD I-LOC
1996-08-22 O

An O
Iranian I-MISC
exile O
group O
based O
in O
Iraq I-LOC
vowed O
on O
Thursday O
to O
lowercase O
support O
to O
Iran I-LOC
's O
Kurdish I-MISC
rebels O
after O
they O
were O
attacked O
by O
Iranian I-MISC
troops O
lowercase O
inside O
Iraq I-LOC
last O
month O
. O

A O
initCap I-ORG
initCap I-ORG
statement O
said O
its O
leader O
initCap I-PER
initCap I-PER
met O
in O
Baghdad I-LOC
the O
initCap O
of O
the O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
of I-ORG
Iran I-ORG
( O
initCap I-ORG
) O
Hassan I-PER
initCap I-PER
on O
Wednesday O
and O
lowercase O
his O
support O
to O
Iran I-LOC
's O
rebel O
Kurds I-MISC
. O

" O
initCap I-MISC
lowercase O
that O
the O
Iranian I-MISC
initCap I-ORG
would O
continue O
to O
stand O
side O
by O
side O
with O
their O
Kurdish I-MISC
lowercase O
and O
the O
lowercase O
movement O
in O
Iranian I-LOC
Kurdistan I-LOC
, O
" O
it O
said O
. O

A O
spokesman O
for O
the O
group O
said O
the O
meeting O
" O
lowercase O
a O
new O
level O
of O
cooperation O
between O
initCap I-ORG
initCap I-ORG
and O
the O
Iranian I-MISC
Kurdish I-MISC
lowercase O
" O
. O

Iran I-LOC
heavily O
lowercase O
targets O
in O
northern O
Iraq I-LOC
in O
July O
in O
pursuit O
of O
initCap I-ORG
guerrillas O
based O
in O
Iraqi I-MISC
Kurdish I-MISC
areas O
outside O
the O
control O
of O
the O
government O
in O
Baghdad I-LOC
. O

Iraqi I-MISC
Kurdish I-MISC
areas O
lowercase O
Iran I-LOC
are O
under O
the O
control O
of O
guerrillas O
of O
the O
Iraqi I-ORG
Kurdish I-ORG
Patriotic I-ORG
Union I-ORG
of I-ORG
Kurdistan I-ORG
( O
PUK I-ORG
) O
group O
. O

PUK I-ORG
and O
Iraq I-LOC
's O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
( O
KDP I-ORG
) O
the O
two O
main O
Iraqi I-MISC
Kurdish I-MISC
factions O
, O
have O
had O
northern O
Iraq I-LOC
under O
their O
control O
since O
Iraqi I-MISC
forces O
were O
ousted O
from O
Kuwait I-LOC
in O
the O
1991 O
Gulf I-MISC
War I-MISC
. O

firstWord O
between O
the O
two O
parties O
broke O
out O
at O
the O
weekend O
in O
the O
most O
serious O
fighting O
since O
a O
initCap I-MISC
ceasefire O
last O
year O
. O

firstWord I-ORG
initCap I-ORG
said O
Iranian I-MISC
troops O
had O
also O
been O
shelling O
KDP I-ORG
positions O
in O
initCap I-LOC
region O
in O
initCap I-LOC
province O
near O
the O
Iranian I-MISC
border O
over O
the O
last O
two O
days O
. O

It O
said O
about O
100 O
Iraqi I-MISC
Kurds I-MISC
were O
killed O
or O
wounded O
in O
the O
attack O
. O

Both O
Iran I-LOC
and O
Turkey I-LOC
lowercase O
air O
and O
land O
strikes O
at O
targets O
in O
northern O
Iraq I-LOC
in O
pursuit O
of O
their O
own O
Kurdish I-MISC
rebels O
. O

A O
U.S.-led I-MISC
air O
force O
in O
southern O
Turkey I-LOC
lowercase O
Iraqi I-MISC
Kurds I-MISC
from O
possible O
attacks O
by O
Baghdad I-LOC
troops O
. O

Saudi I-MISC
riyal O
rates O
steady O
in O
quiet O
summer O
trade O
. O

firstWord I-LOC
1996-08-22 O

The O
spot O
Saudi I-MISC
riyal O
against O
the O
dollar O
and O
riyal O
lowercase O
deposit O
rates O
were O
mainly O
steady O
this O
week O
in O
quiet O
summer O
trade O
, O
dealers O
in O
the O
kingdom O
said O
. O

" O
There O
were O
no O
changes O
in O
Saudi I-MISC
riyal O
rates O
. O

The O
market O
was O
very O
quiet O
because O
of O
summer O
lowercase O
, O
" O
one O
dealer O
said O
. O

The O
spot O
riyal O
was O
put O
at O
_RARE_ O
/ O
_RARE_ O
to O
the O
dollar O
. O

firstWord I-MISC
lowercase O
lowercase O
were O
at O
_RARE_ O
, O
_RARE_ O
percent O
, O
three O
months O
were O
_RARE_ O
, O
1/2 O
percent O
and O
six O
months O
were O
_RARE_ O
, O
5/8 O
percent O
. O

firstWord I-MISC
funds O
were O
at O
six O
, O
_RARE_ O
percent O
. O

Israel I-LOC
lowercase O
Arafat I-PER
's O
flight O
to O
West I-LOC
Bank I-LOC
. O

JERUSALEM I-LOC
1996-08-22 O

Israel I-LOC
gave O
Palestinian I-MISC
President O
Yasser I-PER
Arafat I-PER
permission O
on O
Thursday O
to O
fly O
over O
its O
territory O
to O
the O
West I-LOC
Bank I-LOC
, O
ending O
a O
brief O
initCap I-MISC
crisis O
, O
an O
Arafat I-PER
lowercase O
said O
. O

" O
The O
problem O
is O
over O
. O

The O
president O
's O
aircraft O
has O
received O
permission O
to O
pass O
through O
Israeli I-MISC
lowercase O
but O
the O
president O
is O
not O
expected O
to O
travel O
to O
the O
West I-LOC
Bank I-LOC
before O
Monday O
, O
" O
initCap I-PER
Abu I-PER
initCap I-PER
told O
Reuters I-ORG
. O

Arafat I-PER
had O
been O
scheduled O
to O
meet O
former O
Israeli I-MISC
prime O
minister O
Shimon I-PER
Peres I-PER
in O
the O
West I-LOC
Bank I-LOC
town O
of O
Ramallah I-LOC
on O
Thursday O
but O
the O
venue O
was O
changed O
to O
Gaza I-LOC
after O
Israel I-LOC
denied O
flight O
lowercase O
to O
the O
Palestinian I-MISC
leader O
's O
lowercase O
. O

Palestinian I-MISC
officials O
accused O
right-wing O
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
of O
trying O
to O
stop O
the O
Ramallah I-LOC
meeting O
by O
keeping O
Arafat I-PER
lowercase O
. O

Arafat I-PER
lowercase O
cancelled O
a O
meeting O
between O
Israeli I-MISC
and O
PLO I-ORG
officials O
, O
on O
civilian O
affairs O
, O
at O
the O
Allenby I-LOC
Bridge I-LOC
crossing O
between O
Jordan I-LOC
and O
the O
West I-LOC
Bank I-LOC
. O

Abu I-PER
initCap I-PER
said O
Arafat I-PER
had O
decided O
against O
flying O
to O
the O
West I-LOC
Bank I-LOC
on O
Thursday O
, O
after O
Israel I-LOC
lifted O
the O
ban O
, O
because O
he O
had O
a O
lowercase O
schedule O
in O
Gaza I-LOC
and O
would O
not O
be O
free O
until O
Monday O
. O

Arafat I-PER
to O
meet O
Peres I-PER
in O
Gaza I-LOC
after O
flight O
ban O
. O

JERUSALEM I-LOC
1996-08-22 O

Yasser I-PER
Arafat I-PER
will O
meet O
Shimon I-PER
Peres I-PER
in O
Gaza I-LOC
on O
Thursday O
after O
Palestinians I-MISC
said O
the O
right-wing O
Israeli I-MISC
government O
had O
barred O
the O
Palestinian I-MISC
leader O
from O
flying O
to O
the O
West I-LOC
Bank I-LOC
for O
talks O
with O
the O
former O
prime O
minister O
. O

" O
The O
meeting O
between O
Peres I-PER
and O
Arafat I-PER
will O
take O
place O
at O
initCap I-LOC
lowercase O
in O
Gaza I-LOC
and O
not O
in O
Ramallah I-LOC
as O
planned O
, O
" O
Peres I-PER
' O
office O
said O
. O

Palestinian I-MISC
officials O
said O
the O
Israeli I-MISC
government O
had O
barred O
Arafat I-PER
from O
lowercase O
Israel I-LOC
in O
a O
Palestinian I-MISC
helicopter O
to O
the O
West I-LOC
Bank I-LOC
in O
an O
attempt O
to O
lowercase O
the O
meeting O
with O
Peres I-PER
. O

Israeli I-MISC
Prime O
Minister O
